vin,year,model,color,miles,trim,price,interior,features,country,currency,availability,sold_date
5YJYGAEEXMF159365,2021,my,SILVER,16901,Model Y Long Range Dual Motor All-Wheel Drive,77600,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/31/2022
5YJSA1E6XNF472742,2022,ms,GREY,3657,Model S Plaid,129800,CREAM,"Midnight Silver Metallic;21"" Arachnid Wheels;Cream Interior with Carbon Fiber Decor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/24/2022
5YJXCDE25MF322213,2021,mx,WHITE,15931,Model X Long Range Plus All-Wheel Drive,112400,BLACK,"Pearl White Multi-Coat;22"" Onyx Black Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,sold,8/24/2022
5YJSA1E66MF452633,2021,ms,GREY,6323,Model S Plaid,120600,BLACK,"Midnight Silver Metallic;21"" Arachnid Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/24/2022
5YJSA1E66MF431765,2021,ms,BLACK,7375,Model S Plaid,115200,BLACK,"Solid Black;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/24/2022
5YJSA1E55NF464586,2022,ms,WHITE,9035,Model S Dual Motor All-Wheel Drive,118400,BLACK,"Pearl White Multi-Coat;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/24/2022
5YJXCBE22HF070320,2017,mx,RED,81699,100D Long Range All-Wheel Drive,79900,WHITE,"Red Multi-Coat Paint;22"" Onyx Black Wheels;White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Six Seat Interior;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/24/2022
7SAYGDEE9NF402623,2022,my,WHITE,5629,Model Y Long Range Dual Motor All-Wheel Drive,83600,PREMIUM_WHITE,Pearl White Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/24/2022
5YJ3E1EA6LF590944,2020,m3,WHITE,47125,Model 3 Standard Range Plus Rear-Wheel Drive,45100,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJXCDE24JF143446,2018,mx,BLACK,21130,75D All-Wheel Drive,79300,CREAM,"Solid Black Paint;20"" Sonic Carbon Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Oak Décor;Light Headliner;Infotainment Upgrade;",US,USD,available,8/24/2022
5YJ3E1EC4NF179188,2022,m3,WHITE,7267,Model 3 Performance Dual Motor All-Wheel Drive,71600,PREMIUM_BLACK,Pearl White Paint;20’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EB4KF393567,2019,m3,BLUE,16115,Model 3 Long Range All-Wheel Drive Performance,60200,PREMIUM_WHITE,Deep Blue Metallic Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EB5KF386899,2019,m3,GRAY,7650,Model 3 Long Range All-Wheel Drive Performance,55700,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EB2KF432382,2019,m3,BLACK,45069,Model 3 Long Range All-Wheel Drive Performance,54700,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EA6KF412305,2019,m3,WHITE,72481,Model 3 Standard Range Plus Rear-Wheel Drive,44500,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EA6KF301432,2019,m3,WHITE,17470,Model 3 Standard Range Plus Rear-Wheel Drive,49200,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EC1LF647049,2020,m3,BLUE,39671,Model 3 Long Range All-Wheel Drive Performance,57500,PREMIUM_BLACK,Deep Blue Metallic Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EA0KF476470,2019,m3,WHITE,33395,Model 3 Standard Range Plus Rear-Wheel Drive,48500,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EAXLF597153,2020,m3,GRAY,49468,Model 3 Standard Range Plus Rear-Wheel Drive,48700,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJSA1E28JF285457,2018,ms,BLACK,45826,75D All-Wheel Drive,65900,BLACK,"Solid Black Paint;19"" Silver Slipstream Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Glass Roof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/24/2022
5YJ3E1EBXKF421601,2019,m3,WHITE,42742,Model 3 Long Range All-Wheel Drive,54600,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EA9LF784996,2020,m3,BLUE,3473,Model 3 Standard Range Plus Rear-Wheel Drive,48800,PREMIUM_BLACK,Deep Blue Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJXCBE24LF230884,2020,mx,BLACK,18053,Model X Long Range All-Wheel Drive,116000,CREAM,"Solid Black;22"" Onyx Black Wheels;Cream Premium Interior with Oak Wood Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;",US,USD,sold,8/24/2022
5YJXCDE29JF141904,2018,mx,WHITE,29630,100D Long Range All-Wheel Drive,81500,BLACK,"Pearl White Multi-Coat Paint;22"" Onyx Black Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/24/2022
5YJXCBE24HF066592,2017,mx,BLACK,25626,100D Long Range All-Wheel Drive,83100,BLACK,"Obsidian Black Metallic Paint;22"" Onyx Black Wheels;Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Six Seat Interior;Carbon Fiber Décor;Black Headliner;Infotainment Upgrade;",US,USD,sold,8/24/2022
5YJ3E1EAXKF301479,2019,m3,WHITE,28720,Model 3 Standard Range Plus Rear-Wheel Drive,47400,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJSA1E65MF451151,2021,ms,BLACK,6371,Model S Plaid,117100,WHITE,"Solid Black;21"" Arachnid Wheels;Black and White Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/24/2022
5YJSA1E20LF365239,2020,ms,WHITE,61048,Model S Long Range All-Wheel Drive,74000,BLACK,"Pearl White Multi-Coat;21"" Sonic Carbon Twin Turbine Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Glass Roof;Infotainment Upgrade;",US,USD,available,8/24/2022
7SAYGDEF7NF350322,2022,my,RED,5949,Model Y Performance Dual Motor All-Wheel Drive,82400,PREMIUM_WHITE,Red Multi-Coat Paint;21’’ Überturbine Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Performance Pedals;Performance Brakes;,US,USD,sold,8/24/2022
5YJ3E1EA1KF413118,2019,m3,BLUE,29072,Model 3 Standard Range Plus Rear-Wheel Drive,46100,PREMIUM_WHITE,Deep Blue Metallic Paint;18’’ Aero Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EB5MF875807,2021,m3,GRAY,8633,Model 3 Long Range All-Wheel Drive,65100,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EAXLF633939,2020,m3,BLUE,31901,Model 3 Standard Range Plus Rear-Wheel Drive,48300,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EB1LF794799,2020,m3,GRAY,23280,Model 3 Long Range All-Wheel Drive,61400,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EAXLF744037,2020,m3,GRAY,24797,Model 3 Standard Range Plus Rear-Wheel Drive,50900,PREMIUM_WHITE,Midnight Silver Metallic Paint;19’’ Sport Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EB9KF406801,2019,m3,WHITE,21976,Model 3 Long Range All-Wheel Drive,57700,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EA2LF629867,2020,m3,BLACK,11179,Model 3 Standard Range Plus Rear-Wheel Drive,54200,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/24/2022
5YJ3E1EB7KF418185,2019,m3,GRAY,18133,Model 3 Long Range All-Wheel Drive,57400,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJXCBE47JF093020,2018,mx,GREY,29296,100D Ludicrous Performance All-Wheel Drive,89200,WHITE,"Midnight Silver Metallic Paint;20"" Sonic Carbon Wheels;White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Six Seat Interior with Center Console;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/24/2022
5YJ3E1EA4KF519613,2019,m3,RED,17618,Model 3 Standard Range Plus Rear-Wheel Drive,50100,PREMIUM_WHITE,Red Multi-Coat Paint;18’’ Aero Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJYGDEE0MF204444,2021,my,WHITE,12671,Model Y Long Range Dual Motor All-Wheel Drive,70100,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/24/2022
5YJ3E1EA4KF307424,2019,m3,GRAY,28245,Model 3 Standard Range Plus Rear-Wheel Drive,48400,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/24/2022
5YJ3E1EAXLF612220,2020,m3,WHITE,31787,Model 3 Standard Range Plus Rear-Wheel Drive,48500,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/23/2022
5YJYGDEF5LF033634,2020,my,SILVER,50200,Model Y Long Range All-Wheel Drive Performance,64400,PREMIUM_BLACK,Midnight Silver Metallic Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/23/2022
5YJXCDE27JF104284,2018,mx,RED,56328,100D Long Range All-Wheel Drive,75700,CREAM,"Red Multi-Coat Paint;20"" Silver Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Oak Décor;Light Headliner;Infotainment Upgrade;",US,USD,available,8/23/2022
5YJYGDEE1LF035193,2020,my,BLACK,19148,Model Y Long Range All-Wheel Drive,64800,PREMIUM_BLACK,Solid Black Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,sold,8/23/2022
5YJXCDE25JF112299,2018,mx,BLACK,28248,100D Long Range All-Wheel Drive,82900,BLACK,"Obsidian Black Metallic Paint;20"" Silver Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/23/2022
5YJYGDEF0LF049983,2020,my,BLACK,16421,Model Y Long Range All-Wheel Drive Performance,67500,PREMIUM_BLACK,Solid Black Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/23/2022
5YJSA1E22JF290458,2018,ms,SILVER,12924,75D All-Wheel Drive,74200,BLACK,"Silver Metallic Paint;19"" Silver Slipstream Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Glass Roof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/23/2022
5YJYGDEE6MF243345,2021,my,WHITE,10648,Model Y Long Range Dual Motor All-Wheel Drive,70700,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/23/2022
5YJSA1E47KF336286,2019,ms,RED,17691,Model S Performance All-Wheel Drive,94600,BLACK,Red Multi-Coat;19’’ Silver Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Ludicrous Mode;Glass Roof;Infotainment Upgrade;,US,USD,available,8/23/2022
5YJYGDEE2MF085778,2021,my,BLUE,13196,Model Y Long Range All-Wheel Drive,72600,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/23/2022
5YJ3E1EA1JF157612,2018,m3,GRAY,36512,Model 3 Mid Range Rear-Wheel Drive,43500,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/23/2022
5YJYGDEE0MF180646,2021,my,WHITE,15444,Model Y Long Range All-Wheel Drive,77300,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/23/2022
5YJ3E1EA6LF797981,2020,m3,WHITE,37738,Model 3 Standard Range Plus Rear-Wheel Drive,47600,PREMIUM_WHITE,Pearl White Paint;19’’ Sport Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/23/2022
5YJ3E1EB2MF850198,2021,m3,GRAY,12931,Model 3 Long Range All-Wheel Drive,66500,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/23/2022
5YJ3E1EA4JF024391,2018,m3,SILVER,40072,Model 3 Long Range Rear-Wheel Drive,50100,PREMIUM_BLACK,Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/23/2022
5YJ3E1EA2JF018864,2018,m3,GRAY,55815,Model 3 Long Range Rear-Wheel Drive,49200,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/23/2022
5YJ3E1EB2KF389565,2019,m3,GRAY,7286,Model 3 Long Range All-Wheel Drive,56200,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/23/2022
5YJ3E1EB4JF132843,2018,m3,GRAY,61817,Model 3 Long Range All-Wheel Drive,52700,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/23/2022
5YJXCDE25JF138482,2018,mx,BLACK,25663,75D All-Wheel Drive,74700,BLACK,"Solid Black Paint;20"" Silver Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/23/2022
5YJ3E1EA8KF298873,2019,m3,GRAY,18861,Model 3 Standard Range Plus Rear-Wheel Drive,44400,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/23/2022
5YJYGDEE9MF085860,2021,my,SILVER,17548,Model Y Long Range All-Wheel Drive,72900,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/23/2022
5YJ3E1EA3KF401553,2019,m3,WHITE,48831,Model 3 Standard Range Plus Rear-Wheel Drive,44800,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/23/2022
5YJSA1E6XMF431381,2021,ms,BLACK,12938,Model S Plaid,111800,BLACK,"Solid Black;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/23/2022
5YJ3E1EA5KF419410,2019,m3,WHITE,5398,Model 3 Standard Range Plus Rear-Wheel Drive,52000,PREMIUM_WHITE,Pearl White Paint;19’’ Sport Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/23/2022
7SAXCBE61NF336797,2022,mx,WHITE,3211,Model X Plaid,155700,BLACK,Pearl White Multi-Coat;22'' Turbine Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;,US,USD,available,8/23/2022
5YJXCAE24JF133997,2018,mx,WHITE,44475,100D Long Range All-Wheel Drive,89700,CREAM,"Pearl White Multi-Coat Paint;20"" Silver Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Seven Seat Interior;Oak Décor;Light Headliner;Infotainment Upgrade;",US,USD,sold,8/23/2022
5YJYGDEE2LF055047,2020,my,SILVER,34475,Model Y Long Range All-Wheel Drive,69500,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/23/2022
